"baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","Ensembl_ID"
6266.08250939097,6.79355780058622,0.235787014576241,28.8122643767964,1.50592024518285e-182,6.67905747143499e-178,"ENSG00000147689.16"
3620.75943684596,3.6903469164195,0.132757290203644,27.7976969156169,4.62489836144209e-170,1.0256174606334e-165,"ENSG00000183010.17"
2006.37090002463,3.87067442486952,0.158475401458253,24.4244494050969,9.40576283192365e-132,8.34328786242956e-128,"ENSG00000175832.13"
2782.56176566543,6.3047139994029,0.258442712549664,24.3950155808373,1.93172050962424e-131,1.42792780071424e-127,"ENSG00000272620.2"
267.992363757663,3.51795672091693,0.144979194550935,24.2652522095574,4.56446701252438e-130,2.89204629913545e-126,"ENSG00000162062.15"
1347.59272380965,3.61036361009577,0.151237845394518,23.8720910145062,5.97215893258547e-126,2.40797448161846e-122,"ENSG00000183856.11"
5322.65833232998,3.86413780846222,0.16251818268236,23.7766491397127,5.82615939978235e-125,2.15334851415956e-121,"ENSG00000131747.15"
209.783226792035,6.62117026229089,0.2790622477215,23.7264994328388,1.92131802309833e-124,6.55494592003516e-121,"ENSG00000204949.9"
2103.04158236098,4.35487473878759,0.184211553526968,23.6406167550725,1.47409930294539e-123,4.669946591731e-120,"ENSG00000179913.11"
442.458712087362,3.78513040988636,0.162779647397482,23.2530938013625,1.32361932546094e-119,3.26139801793576e-116,"ENSG00000186193.9"
1293.55390197038,7.84534479540493,0.34121230833296,22.992560947565,5.53273139988688e-117,1.1153986502172e-113,"ENSG00000286042.1"
843.485623774305,3.81855715125742,0.168100640351963,22.715898899982,3.12015949736732e-114,5.32251207797059e-111,"ENSG00000090889.12"
1325.32930662791,4.18993446367721,0.185943422684389,22.5333835593044,1.95442096489342e-112,3.09580280839118e-109,"ENSG00000254726.3"
829.708154604245,3.31514293090381,0.147170746815107,22.5258280102954,2.31787672278261e-112,3.47485635530942e-109,"ENSG00000077152.11"
748.346499362345,3.46564987701386,0.153856493596127,22.525210317812,2.35041690700042e-112,3.47485635530942e-109,"ENSG00000128165.9"
1901.16797123575,3.1400507157174,0.14115082131859,22.2460676203224,1.231269423863e-109,1.65482610567187e-106,"ENSG00000164855.16"
7915.59329761412,5.56860214915288,0.250444524809033,22.2348727862947,1.5801588831963e-109,2.06127078786831e-106,"ENSG00000143320.9"
